,hotel_name,price,rating,distance_from_center,acc_type,city,date_in,date_out,day_in,day_out
9,Lonyay Street Apartment,875.5,9.3,1.80,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
10,Jungle design apartment,1045.47,8.8,1.85,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
11,Maple Tree Budget Apartments,1088.75428571429,8.1,1.60,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
12,Tempo Life Apartman,825.93,8.4,1.05,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
13,King-Kongs luxury cave,1446.48,9.4,1.05,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
14,Ó 38 Luxe Loft,1425.476,9.8,0.90,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
15,Danubius Hotel Helia,1541.03,8.5,3.15,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
16,Stylish downtown apartment,1171.44,8.9,0.75,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
17,Leonardo Hotel Budapest,1068.82285714286,8.3,2.15,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
18,HELIOS Hotel Apartments,886.79,8.7,5.30,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
19,Danubius Hotel Hungaria City Center,856.8,7.7,1.75,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
0,Walkway Apartment Deluxe,969.14,9.1,0.70,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
1,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
2,NH Collection Budapest City Center,987.363523809524,8.8,1.25,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
3,Novotel Budapest Danube,1177.68,8.1,1.80,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
4,D8 Hotel,1125.13952380952,8.9,0.55,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
5,RES City Residence Hotel Budapest,757.705714285714,8.2,1.65,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
6,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
7,Tempo Life Apartman,738.99,8.4,1.05,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
8,ibis Budapest Castle Hill,703.309523809524,8.5,2.20,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
9,Pinball Apartment,666.124,7.9,1.00,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
10,"Radisson Blu Béke Hotel, Budapest",1251.0,8.8,1.25,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
11,Maple Tree Budget Apartments,995.159619047619,8.1,1.60,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
12,The Rose Garden Apartments,1184.74914285714,8.9,1.55,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
13,Budapest Magic Blue in Downtown,733.974086956522,9.7,0.90,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
14,Benczur Hotel,869.82,8.2,2.20,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
15,NH Budapest City,1100.66123809524,8.2,1.75,Hotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
16,Emerald Downtown Luxury Suites by Continental Group,1748.98285714286,9.5,0.35,Aparthotel,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
17,RothApartments'STUDIO,584.080086956522,8.5,1.00,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
18,"A13- Deluxe Apartments, Best Location, by BQA",1094.6299047619,8.8,0.95,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
19,Budapest City Apartments For Groups,1447.74,9.3,1.30,Apartment,Budapest,2025-08-12,2025-08-21,Lunes,Miercoles
0,NH Collection Budapest City Center,994.983142857143,8.8,1.25,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
1,Tempo Life Apartman,706.39,8.4,1.05,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
2,D8 Hotel,1125.13952380952,8.9,0.55,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
3,Novotel Budapest Danube,1169.6,8.1,1.80,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
4,RES City Residence Hotel Budapest,757.705714285714,8.2,1.65,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
5,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
6,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
7,All In Apartman II.,691.89,9.4,0.55,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
8,"Radisson Blu Béke Hotel, Budapest",1251.0,8.8,1.25,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
9,Pinball Apartment,668.3808,7.9,1.00,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
10,ibis Budapest Castle Hill,685.703428571429,8.5,2.20,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
11,Maple Tree Budget Apartments,995.159619047619,8.1,1.60,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
12,Benczur Hotel,869.82,8.2,2.20,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
13,Emerald Downtown Luxury Suites by Continental Group,1748.98285714286,9.5,0.35,Aparthotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
14,The Rose Garden Apartments,1212.25866666667,8.9,1.55,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
15,"A13- Deluxe Apartments, Best Location, by BQA",1094.6299047619,8.8,0.95,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
16,Budapest Magic Blue in Downtown,734.553565217391,9.7,0.90,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
17,Budapest City Apartments For Groups,1447.74,9.3,1.30,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
18,RothApartments'STUDIO,584.566434782609,8.5,1.00,Apartment,Budapest,2025-08-13,2025-08-22,Martes,Jueves
19,Hotel Zenit Budapest Palace,1511.46666666667,8.7,0.55,Hotel,Budapest,2025-08-13,2025-08-22,Martes,Jueves
0,RES City Residence Hotel Budapest,767.048571428571,8.2,1.65,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
1,Tabán Art Appartmann,856.8,9.5,1.35,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
2,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
3,Tempo Life Apartman,717.26,8.4,1.05,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
4,Pinball Apartment,672.8944,7.9,1.00,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
5,"Radisson Blu Béke Hotel, Budapest",1251.0,8.8,1.25,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
6,Maple Tree Budget Apartments,1002.8,8.1,1.60,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
7,Emerald Downtown Luxury Suites by Continental Group,1748.98285714286,9.5,0.35,Aparthotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
8,Benczur Hotel,871.688571428572,8.2,2.20,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
9,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
10,The Rose Garden Apartments,1226.86466666667,8.9,1.55,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
11,Hotel Zenit Budapest Palace,1532.22857142857,8.7,0.55,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
12,Leonardo Hotel Budapest,1093.11428571429,8.3,2.15,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
13,Budapest City Apartments For Groups,1447.74,9.3,1.30,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
14,ibis Budapest Castle Hill,697.433904761905,8.5,2.20,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
15,Jungle design apartment,1045.47,8.8,1.85,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
16,All In Apartman II.,691.89,9.4,0.55,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
17,Lonyay Street Apartment,875.5,9.3,1.80,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
18,Danubius Hotel Hungaria City Center,835.2,7.7,1.75,Hotel,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
19,"A13- Deluxe Apartments, Best Location, by BQA",1123.25019047619,8.8,0.95,Apartment,Budapest,2025-08-14,2025-08-23,Miercoles,Viernes
0,Novotel Budapest Danube,1140.54,8.1,1.80,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
1,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
2,RES City Residence Hotel Budapest,771.72,8.2,1.65,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
3,Tabán Art Appartmann,864.45,9.5,1.35,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
4,Pinball Apartment,669.5144,7.9,1.00,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
5,"Radisson Blu Béke Hotel, Budapest",1251.0,8.8,1.25,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
6,Emerald Downtown Luxury Suites by Continental Group,1748.98285714286,9.5,0.35,Aparthotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
7,Tempo Life Apartman,728.13,8.4,1.05,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
8,Leonardo Hotel Budapest,1094.98285714286,8.3,2.15,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
9,Maple Tree Budget Apartments,1010.44038095238,8.1,1.60,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
10,Budapest City Apartments For Groups,1447.74,9.3,1.30,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
11,Hotel Zenit Budapest Palace,1547.8,8.7,0.55,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
12,Diamond Home Apartment - City Center,780.14,8.8,0.70,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
13,The Rose Garden Apartments,1235.4600952381,8.9,1.55,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
14,Budapest Magic Exotic in Downtown,929.599739130435,9.6,0.90,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
15,Jungle design apartment,1045.47,8.8,1.85,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
16,Benczur Hotel,873.557142857143,8.2,2.20,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
17,Danubius Hotel Hungaria City Center,842.4,7.7,1.75,Hotel,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
18,Nova City Apartments,1222.31561904762,9.0,1.40,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
19,King-Kongs luxury cave,1446.48,9.4,1.05,Apartment,Budapest,2025-08-15,2025-08-24,Jueves,Sabado
0,Walkway Apartment Deluxe,1005.03,9.1,0.70,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
1,Budapest Terrace Apartment,936.0,9.6,1.75,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
2,Corvin Plaza Apartments & Suites,725.88,8.4,1.55,Aparthotel,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
3,Budapest City Apartments For Groups,1304.32,9.3,1.30,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
4,All In Apartman II.,675.0,9.4,0.55,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
5,Danubius Hotel Astoria City Center,1049.51,8.0,0.50,Hotel,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
6,Modern 2 bedroom apartment with free airport transfer,1159.2,9.3,0.80,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
7,Ó 38 Luxe Loft,1203.5,9.8,0.90,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
8,Basilica Luxury Apartment,780.3,9.1,0.85,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
9,Cozy 2 BR 2 Bathroom Apartment in the city centre,1159.2,9.0,0.65,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
10,King-Kongs luxury cave,1416.48,9.4,1.05,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
11,Two Couples Apartment,1583.55,9.4,0.25,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
12,luxury duplex apartment in the city center.,787.58,7.7,1.45,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
13,Pinball Apartment,643.1,7.9,1.00,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
14,The Rose Garden Apartments,1015.13,8.9,1.55,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
15,Chestnut & Eliza Suites - Superior Homes Downtown,2547.45,9.7,0.95,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
16,Exclusive apartment with private garden,1080.0,9.7,0.65,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
17,Miracle Home - City Center,900.0,9.0,0.90,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
18,Emerald Downtown Luxury Suites by Continental Group,1684.8,9.5,0.35,Aparthotel,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
19,White Rose apartment,455.63,8.4,1.65,Apartment,Budapest,2025-08-16,2025-08-25,Viernes,Domingo
0,Tabán Art Appartmann,856.8,9.5,1.35,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
1,The Rose Garden Apartments,985.32,8.9,1.55,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
2,Secret Hideout BP,1093.5,9.7,0.45,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
3,Pinball Apartment,621.86,7.9,1.00,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
4,Maple Tree Budget Apartments,958.64,8.1,1.60,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
5,NH Collection Budapest City Center,1036.1,8.8,1.25,Hotel,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
6,Ó 38 Luxe Loft,1203.5,9.8,0.90,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
7,King-Kongs luxury cave,1416.48,9.4,1.05,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
8,RES City Residence Hotel Budapest,707.4,8.2,1.65,Hotel,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
9,All In Apartman II.,675.0,9.4,0.55,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
10,Tempo Life Apartman,706.39,8.4,1.05,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
11,Modern 2 bedroom apartment with free airport transfer,1159.2,9.3,0.80,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
12,Nova City Apartments,1078.93,9.0,1.40,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
13,luxury duplex apartment in the city center.,754.29,7.7,1.45,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
14,D52 - New home in downtown,1474.88,9.6,0.85,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
15,Danubius Hotel Astoria City Center,1054.57,8.0,0.50,Hotel,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
16,Elegant 125m2 apartment in center of Budapest,1205.2,9.1,0.90,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
17,Asbóth Taylor Apartment,1910.69,9.3,0.10,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
18,White Rose apartment,455.63,8.4,1.65,Apartment,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
19,Emerald Downtown Luxury Suites by Continental Group,1684.8,9.5,0.35,Aparthotel,Budapest,2025-08-17,2025-08-26,Sabado,Lunes
0,All In Apartman II.,675.0,9.4,0.55,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
1,Larix apartman,1147.5,9.7,0.20,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
2,Walkway Apartment Deluxe,1005.03,9.1,0.70,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
3,SummerStreetSeven,1625.4,9.8,0.80,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
4,Modern 2 bedroom apartment with free airport transfer,1159.2,9.3,0.80,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
5,NH Collection Budapest City Center,1036.1,8.8,1.25,Hotel,Budapest,2025-08-18,2025-08-27,Domingo,Martes
6,"Raday street, spacious, modern apartment",810.0,9.0,1.35,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
7,The Rose Garden Apartments,959.65,8.9,1.55,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
8,Budapest City Apartments For Groups,1304.32,9.3,1.30,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
9,luxury duplex apartment in the city center.,728.28,7.7,1.45,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
10,Pinball Apartment,608.88,7.9,1.00,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
11,Ice Breaker Apartment,1350.0,9.5,0.55,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
12,White Rose apartment,455.63,8.4,1.65,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
13,Ó 38 Luxe Loft,1203.5,9.8,0.90,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
14,Maple Tree Budget Apartments,958.64,8.1,1.60,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
15,Tempo Life Apartman,695.52,8.4,1.05,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
16,Nova City Apartments,1049.37,9.0,1.40,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
17,King's Comfort - Superb modern style apartment at Gozsdu Garden,1038.6,9.1,0.40,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
18,King-Kongs luxury cave,1416.48,9.4,1.05,Apartment,Budapest,2025-08-18,2025-08-27,Domingo,Martes
19,RES City Residence Hotel Budapest,711.9,8.2,1.65,Hotel,Budapest,2025-08-18,2025-08-27,Domingo,Martes
0,Larix apartman,1147.5,9.7,0.20,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
1,Modern 2 bedroom apartment with free airport transfer,1159.2,9.3,0.80,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
2,NH Collection Budapest City Center,1028.13,8.8,1.25,Hotel,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
3,SummerStreetSeven,1625.4,9.8,0.80,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
4,Walkway Apartment Deluxe,1005.03,9.1,0.70,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
5,"Raday street, spacious, modern apartment",810.0,9.0,1.35,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
6,luxury duplex apartment in the city center.,711.11,7.7,1.45,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
7,Pinball Apartment,602.98,7.9,1.00,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
8,King's Comfort - Superb modern style apartment at Gozsdu Garden,1043.1,9.1,0.40,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
9,White Rose apartment,455.63,8.4,1.65,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
10,The Rose Garden Apartments,937.3,8.9,1.55,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
11,Ice Breaker Apartment,1350.0,9.5,0.55,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
12,Budapest City Apartments For Groups,1304.32,9.3,1.30,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
13,Budapest Terrace Apartment,936.0,9.6,1.75,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
14,Ó 38 Luxe Loft,1203.5,9.8,0.90,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
15,Maple Tree Budget Apartments,958.64,8.1,1.60,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
16,RES City Residence Hotel Budapest,716.4,8.2,1.65,Hotel,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
17,Tempo Life Apartman,684.66,8.4,1.05,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
18,Cozy 2 BR 2 Bathroom Apartment in the city centre,1159.2,9.0,0.65,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
19,Nova City Apartments,1019.81,9.0,1.40,Apartment,Budapest,2025-08-19,2025-08-28,Lunes,Miercoles
0,NH Collection Budapest City Center,1020.16,8.8,1.25,Hotel,Budapest,2025-08-20,2025-08-29,Martes,Jueves
1,Secret Hideout BP,1093.5,9.7,0.45,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
2,Walkway Apartment Deluxe,1005.03,9.1,0.70,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
3,SummerStreetSeven,1625.4,9.8,0.80,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
4,Modern 2 bedroom apartment with free airport transfer,1159.2,9.3,0.80,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
5,The Rose Garden Apartments,897.55,8.9,1.55,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
6,Elisabeth Downtown Apartments by UrbanRent,854.4,9.0,0.55,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
7,Pinball Apartment,604.16,7.9,1.00,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
8,"Raday street, spacious, modern apartment",810.0,9.0,1.35,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
9,Budapest City Apartments For Groups,1304.32,9.3,1.30,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
10,White Rose apartment,455.63,8.4,1.65,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
11,King's Comfort - Superb modern style apartment at Gozsdu Garden,1043.1,9.1,0.40,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
12,Danubius Hotel Astoria City Center,1047.49,8.0,0.50,Hotel,Budapest,2025-08-20,2025-08-29,Martes,Jueves
13,Tempo Life Apartman,673.79,8.4,1.05,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
14,Maple Tree Budget Apartments,958.64,8.1,1.60,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
15,Ó 38 Luxe Loft,1203.5,9.8,0.90,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
16,Nova City Apartments,990.25,9.0,1.40,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
17,Ice Breaker Apartment,1350.0,9.5,0.55,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
18,RES City Residence Hotel Budapest,716.4,8.2,1.65,Hotel,Budapest,2025-08-20,2025-08-29,Martes,Jueves
19,Budapest Terrace Apartment,936.0,9.6,1.75,Apartment,Budapest,2025-08-20,2025-08-29,Martes,Jueves
0,luxury duplex apartment in the city center.,703.31,7.7,1.45,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
1,NH Collection Budapest City Center,1012.19,8.8,1.25,Hotel,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
2,The Rose Garden Apartments,859.46,8.9,1.55,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
3,Diamond Home Apartment - City Center,810.0,8.8,0.70,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
4,Walkway Apartment Deluxe,1005.03,9.1,0.70,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
5,Larix apartman,1147.5,9.7,0.20,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
6,All In Apartman II.,675.0,9.4,0.55,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
7,Budapest City Apartments For Groups,1304.32,9.3,1.30,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
8,Danubius Hotel Astoria City Center,1039.04,8.0,0.50,Hotel,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
9,Nova City Apartments,975.47,9.0,1.40,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
10,Secret Hideout BP,1093.5,9.7,0.45,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
11,RES City Residence Hotel Budapest,698.4,8.2,1.65,Hotel,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
12,Tempo Life Apartman,673.79,8.4,1.05,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
13,Ó 38 Luxe Loft,1203.5,9.8,0.90,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
14,Asbóth Taylor Apartment,1846.61,9.3,0.10,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
15,White Rose apartment,455.63,8.4,1.65,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
16,Elisabeth Downtown Apartments by UrbanRent,859.2,9.0,0.55,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
17,Pinball Apartment,617.14,7.9,1.00,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
18,Modern 2 bedroom apartment with free airport transfer,1159.2,9.3,0.80,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
19,Maple Tree Budget Apartments,966.0,8.1,1.60,Apartment,Budapest,2025-08-21,2025-08-30,Miercoles,Viernes
0,Christine Apartment close to the Buda Castle,625.5,9.6,1.95,Apartment,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
1,Twenty2 Apartment,796.5,9.6,0.55,Apartment,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
2,NH Collection Budapest City Center,1004.22,8.8,1.25,Hotel,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
3,Kálmán Apartman,755.55,9.3,1.10,Apartment,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
4,The Rose Garden Apartments,821.38,8.9,1.55,Apartment,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
5,Diamond Home Apartment - City Center,820.8,8.8,0.70,Apartment,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
6,Corvin Plaza Apartments & Suites,736.0,8.4,1.55,Aparthotel,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
7,Larix apartman,1147.5,9.7,0.20,Apartment,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
8,Danubius Hotel Astoria City Center,1047.48,8.0,0.50,Hotel,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
9,luxury duplex apartment in the city center.,699.15,7.7,1.45,Apartment,Budapest,2025-08-22,2025-08-31,Jueves,Sabado
